Sektor,Saham_Y,Saham_X,Test_Statistic,P_Value
barang_baku,YPAS,UNIC,-5.998670681518128,1.6342482394413458e-06
barang_baku,YPAS,GGRP,-5.983264213325117,1.7640849782461244e-06
barang_baku,HKMU,ANTM,-5.953603424135841,2.042947921277923e-06
barang_baku,YPAS,TRST,-5.932965308123287,2.2618496429805698e-06
barang_baku,IFII,MDKA,-5.93156218894045,2.2775342179976474e-06
barang_baku,YPAS,SMKL,-5.922221359434696,2.3846816152749974e-06
barang_baku,IFII,SPMA,-5.916342486662775,2.4546169240375504e-06
barang_baku,IFII,ESSA,-5.850170436234692,3.3932341732823696e-06
barang_baku,YPAS,AKPI,-5.83092761628934,3.7262846537040863e-06
barang_baku,TDPM,YPAS,-5.7576948046041405,5.309426737137506e-06
barang_baku,IFII,CITA,-5.743964301470198,5.671580170770926e-06
barang_baku,IFII,TBMS,-5.734538483692488,5.933953656280551e-06
barang_baku,IFII,IGAR,-5.718967677662941,6.393380087994256e-06
barang_baku,IFII,UNIC,-5.711538017753551,6.624580316685656e-06
barang_baku,IFII,WTON,-5.691997960569749,7.272018411446194e-06
barang_baku,IFII,APLI,-5.6825865106163,7.605350716650939e-06
barang_baku,HKMU,MOLI,-5.672640396651739,7.97370722926843e-06
barang_baku,LMSH,IFSH,-5.649630291553821,8.893378187838999e-06
barang_baku,PICO,ETWA,-5.6097615133332575,1.073554199794912e-05
barang_baku,IFII,BMSR,-5.59523980803,1.1494275270835549e-05
barang_konsumsi_non_primer,TELE,PMJS,-7.134718247873164,4.086396231961623e-09
barang_konsumsi_non_primer,TELE,MAPI,-6.94745676983306,1.143994989905558e-08
barang_konsumsi_non_primer,TELE,BOGA,-6.8698861663254025,1.7450154308372886e-08
barang_konsumsi_non_primer,GDYR,GLOB,-6.687264776286636,4.6662266937808406e-08
barang_konsumsi_non_primer,TELE,PANR,-6.609982916490579,7.042181046843285e-08
barang_konsumsi_non_primer,TELE,FILM,-6.323123301188971,3.1603192899193277e-07
barang_konsumsi_non_primer,PBRX,MICE,-6.197925424654381,6.001411511928338e-07
barang_konsumsi_non_primer,TELE,CSAP,-6.161192721973702,7.231547763475798e-07
barang_konsumsi_non_primer,PZZA,TMPO,-6.113002016547003,9.22456094411576e-07
barang_konsumsi_non_primer,TELE,KPIG,-6.091615138460045,1.0272326710178295e-06
barang_konsumsi_non_primer,GDYR,PZZA,-6.089604362878455,1.0376611257192033e-06
barang_konsumsi_non_primer,TELE,MICE,-6.0258559618919945,1.4275005552263864e-06
barang_konsumsi_non_primer,GDYR,RALS,-5.88183217729914,2.9072320858139183e-06
barang_konsumsi_non_primer,HRME,POLY,-5.7680511884299746,5.051222657628577e-06
barang_konsumsi_non_primer,GDYR,KPIG,-5.738395281386096,5.825203781184125e-06
barang_konsumsi_non_primer,HRME,HRTA,-5.734621571521071,5.931590205138534e-06
barang_konsumsi_non_primer,GDYR,JIHD,-5.722657234629873,6.281494322061282e-06
barang_konsumsi_non_primer,JIHD,TFCO,-5.714186983232176,6.541233085997363e-06
barang_konsumsi_non_primer,HRME,EAST,-5.71077286659845,6.648846205685988e-06
barang_konsumsi_non_primer,HRME,SMSM,-5.70854676285411,6.719935809399363e-06
barang_konsumsi_non_primer,HRME,SCMA,-5.672633389106733,7.973972752206164e-06
barang_konsumsi_non_primer,HRME,LPPF,-5.64594836985162,9.0497690513213e-06
barang_konsumsi_non_primer,HRME,MAPI,-5.637762129501657,9.407086970233126e-06
barang_konsumsi_non_primer,HRME,MAPA,-5.63001884823336,9.757621544726611e-06
barang_konsumsi_non_primer,HRME,PANR,-5.611502644403866,1.0647893530911975e-05
barang_konsumsi_non_primer,GDYR,DUCK,-5.610308858238303,1.0707913686155141e-05
barang_konsumsi_non_primer,PBRX,KPIG,-5.610246371747095,1.0711064331272871e-05
barang_konsumsi_non_primer,TELE,SMSM,-5.606389890018511,1.0907259186349868e-05
barang_konsumsi_non_primer,HRME,KICI,-5.592803156657467,1.1626568806178763e-05
barang_konsumsi_non_primer,GDYR,PDES,-5.591259480102452,1.1711140997132125e-05
barang_konsumsi_non_primer,DUCK,PDES,-5.560938081830635,1.3498204555425456e-05
barang_konsumsi_non_primer,HRME,AUTO,-5.560227004405297,1.3543127458784257e-05
barang_konsumsi_non_primer,HRME,BOLA,-5.555513307613054,1.3844595597209308e-05
barang_konsumsi_non_primer,PBRX,GWSA,-5.551220104833694,1.4124809109483091e-05
barang_konsumsi_non_primer,TELE,SCMA,-5.543453698036926,1.464570794396715e-05
barang_konsumsi_non_primer,GDYR,PMJS,-5.530518590764037,1.5554754130385072e-05
barang_konsumsi_non_primer,HRME,MAPB,-5.509489131545511,1.715017385797458e-05
barang_konsumsi_non_primer,GDYR,TELE,-5.502427007507063,1.7720567463554333e-05
barang_konsumsi_non_primer,HRME,WOOD,-5.489344066507719,1.8826026971735045e-05
barang_konsumsi_non_primer,HRME,BELL,-5.488658096318662,1.8885789577050185e-05
barang_konsumsi_non_primer,GDYR,ARTA,-5.4806675575947965,1.9595569327501248e-05
barang_konsumsi_non_primer,GDYR,BOGA,-5.477840314838142,1.9852820212418833e-05
barang_konsumsi_non_primer,GDYR,FAST,-5.446091291677815,2.2974919927502457e-05
barang_konsumsi_non_primer,HRME,IMAS,-5.444638608381563,2.312855759536899e-05
barang_konsumsi_non_primer,GDYR,TFCO,-5.442475925157631,2.3359122992340746e-05
barang_konsumsi_non_primer,DUCK,GWSA,-5.4396873497231315,2.3659688997068293e-05
barang_konsumsi_non_primer,PDES,TFCO,-5.4392101998880005,2.3711490801654357e-05
barang_konsumsi_non_primer,PBRX,GJTL,-5.431759468159757,2.4534708702498602e-05
barang_konsumsi_non_primer,HRME,SLIS,-5.42468343454912,2.534199616430535e-05
barang_konsumsi_non_primer,PBRX,MAPB,-5.4149094051248685,2.6499319623608486e-05
barang_konsumsi_primer,SKBM,MGRO,-6.524798320880485,1.1047263985081135e-07
barang_konsumsi_primer,SKBM,SIPD,-6.478895257854761,1.4059472705248686e-07
barang_konsumsi_primer,DLTA,ITIC,-6.307337851540727,3.428143466193152e-07
barang_konsumsi_primer,SKBM,DSFI,-6.242810246087731,4.773574683125782e-07
barang_konsumsi_primer,SKBM,LSIP,-6.075444299248588,1.1140821368969967e-06
barang_konsumsi_primer,SKBM,WAPO,-6.066238082164461,1.16668530413213e-06
barang_konsumsi_primer,WICO,BUDI,-6.020511855684507,1.4660186538309554e-06
barang_konsumsi_primer,SKBM,SIMP,-5.970947995022523,1.8750589552568339e-06
barang_konsumsi_primer,SKBM,RANC,-5.881215523737957,2.9160162288563974e-06
barang_konsumsi_primer,SKBM,PSGO,-5.869903987810692,3.081804264769845e-06
barang_konsumsi_primer,WICO,COCO,-5.805626259441118,4.212877138206405e-06
barang_konsumsi_primer,SKBM,HERO,-5.779113207791141,4.78889683479516e-06
barang_konsumsi_primer,SKBM,STTP,-5.728597489563264,6.105335959081648e-06
barang_konsumsi_primer,SKBM,GOOD,-5.579939256421705,1.234977895876583e-05
barang_konsumsi_primer,WICO,HMSP,-5.553193967890207,1.399530247882605e-05
barang_konsumsi_primer,SKBM,UNSP,-5.514057293373017,1.6790702563208823e-05
barang_konsumsi_primer,SKBM,BEEF,-5.512051045014393,1.6947669933035393e-05
barang_konsumsi_primer,WICO,GGRM,-5.4970753512534,1.816496867311349e-05
barang_konsumsi_primer,SKBM,JPFA,-5.430121354293793,2.4719361647248432e-05
barang_konsumsi_primer,SKBM,SMAR,-5.429462147429967,2.4794046847648038e-05
barang_konsumsi_primer,SKBM,KEJU,-5.39005765890675,2.9675995427923205e-05
barang_konsumsi_primer,SKBM,AALI,-5.324082229815285,3.998987851518602e-05
barang_konsumsi_primer,SKBM,JAWA,-5.320483897959117,4.064187407039952e-05
barang_konsumsi_primer,SKBM,MYOR,-5.285311266078779,4.757708065129397e-05
barang_konsumsi_primer,SKBM,DAYA,-5.261974134330517,5.279170856073545e-05
barang_konsumsi_primer,SKBM,CLEO,-5.2585296951745635,5.360638604294516e-05
barang_konsumsi_primer,SKBM,WIIM,-5.240884200174631,5.797278576250565e-05
barang_konsumsi_primer,SKBM,CEKA,-5.23316347442748,5.9988838207968586e-05
barang_konsumsi_primer,SKBM,ULTJ,-5.2159020734008905,6.474231738000468e-05
barang_konsumsi_primer,WICO,UNVR,-5.197896460598637,7.008481253128935e-05
barang_konsumsi_primer,SKBM,ICBP,-5.19167832581368,7.202609921545369e-05
barang_konsumsi_primer,SKBM,SSMS,-5.186088214278567,7.381522025806496e-05
barang_konsumsi_primer,SKBM,DSNG,-5.167092168641023,8.021859814228994e-05
barang_konsumsi_primer,SKBM,COCO,-5.151519464719826,8.586156781269463e-05
barang_konsumsi_primer,SKBM,HMSP,-5.151285448052596,8.594919775130353e-05
barang_konsumsi_primer,SKBM,TGKA,-5.1499049397220045,8.646788803056239e-05
barang_konsumsi_primer,DLTA,ANJT,-5.145960597152161,8.796643530215542e-05
barang_konsumsi_primer,SKBM,FOOD,-5.145369838046767,8.819300766251335e-05
barang_konsumsi_primer,SKBM,ITIC,-5.126848304263218,9.558656964501943e-05
barang_konsumsi_primer,DLTA,PCAR,-5.121504309382809,9.782774097568528e-05
barang_konsumsi_primer,SKBM,GGRM,-5.091825075449219,0.00011121830960304209
barang_konsumsi_primer,SKBM,MIDI,-5.09012724031528,0.00011203506535839705
barang_konsumsi_primer,SKBM,MPPA,-5.088758868138126,0.00011269749853223651
barang_konsumsi_primer,SKBM,CPIN,-5.074109002849916,0.00012002809694206417
barang_konsumsi_primer,HMSP,GOOD,-5.066884632581898,0.00012380864063162188
barang_konsumsi_primer,HMSP,CAMP,-5.058961933379142,0.0001280852772204455
barang_konsumsi_primer,SKBM,ANJT,-5.053196091632025,0.00013128592887244963
barang_konsumsi_primer,SKBM,TBLA,-5.040257116786648,0.00013874857081486633
barang_konsumsi_primer,SKBM,KINO,-5.038998063547993,0.00013949596663660556
barang_konsumsi_primer,SKBM,BUDI,-5.030913111273091,0.00014438764172322298
energi,WOWS,BOSS,-6.561265676394652,9.114516809316075e-08
energi,WOWS,MYOH,-6.384810267750936,2.2967075327465797e-07
energi,WOWS,RUIS,-6.325919664277479,3.115060109850315e-07
energi,WOWS,SHIP,-6.227498016915908,5.161943604161494e-07
energi,WOWS,ABMM,-6.1832543251804095,6.466020390746186e-07
energi,WOWS,MEDC,-6.0972889863106925,9.983550281323224e-07
energi,WOWS,AKRA,-6.051179700432831,1.2579942509005813e-06
energi,WOWS,BSSR,-6.028332748298409,1.4099853090116385e-06
energi,WOWS,WINS,-6.013877502521843,1.5152482095961936e-06
energi,WOWS,GTBO,-6.013031890629509,1.5216376479189647e-06
energi,WOWS,FIRE,-6.00039130591253,1.6203395206189092e-06
energi,WOWS,ITMG,-5.9775235729062395,1.8149901736362215e-06
energi,WOWS,ADRO,-5.953766047147987,2.041307795762769e-06
energi,WOWS,PTBA,-5.952823514855525,2.050831509319707e-06
energi,WOWS,ELSA,-5.952823208123645,2.050834615691395e-06
energi,WOWS,KKGI,-5.949879350509312,2.0808600651610508e-06
energi,WOWS,ITMA,-5.946591132030294,2.1149040562880884e-06
energi,WOWS,SOCI,-5.940232789618848,2.1822793721882497e-06
energi,WOWS,MBSS,-5.934644535541211,2.243216850614139e-06
energi,WOWS,RAJA,-5.902909063912207,2.6219977098855807e-06
energi,WOWS,SMMT,-5.886455199931627,2.842192767938492e-06
energi,WOWS,BUMI,-5.8793766905693765,2.9423637229206375e-06
energi,WOWS,DOID,-5.84526246723279,3.4753213247499383e-06
energi,WOWS,PTIS,-5.840728069729913,3.5528741422921335e-06
energi,WOWS,PSSI,-5.830794812659077,3.728690088078811e-06
energi,WOWS,PTRO,-5.828128240009969,3.777309602367494e-06
energi,WOWS,INDY,-5.817512392110851,3.9770501283734195e-06
energi,WOWS,APEX,-5.815953714699241,4.007228114697019e-06
energi,WOWS,RIGS,-5.787433537942361,4.600354495557436e-06
energi,WOWS,ENRG,-5.7775569247126,4.824986484318108e-06
energi,WOWS,TOBA,-5.764946842388909,5.127312413962983e-06
energi,WOWS,MBAP,-5.740521492918745,5.766080723155945e-06
energi,DWGL,PTIS,-5.630312441835525,9.744102991401203e-06
energi,WOWS,HRUM,-5.589951966418626,1.1783240068050854e-05
energi,WOWS,HITS,-5.587708901141305,1.1907928977981039e-05
energi,WOWS,TPMA,-5.547765174195316,1.4354283599973902e-05
energi,WOWS,KOPI,pico,1.4898356058737435e-05
energi,WOWS,SURE,-5.457983185782481,2.1753699996924818e-05
energi,KOPI,DWGL,-5.327462094538091,3.9386638049119275e-05
energi,WOWS,PGAS,-5.29605928053044,4.534539871348277e-05
energi,WOWS,INPS,-5.287999974965354,4.7009108320951625e-05
energi,KOPI,GTBO,-5.164430507963719,8.115723807486005e-05
energi,SOCI,TEBE,-5.008082024970829,0.0001591001376836672
energi,PGAS,INDY,-4.783754285170227,0.0004030842719271461
energi,WOWS,ARII,-4.776041317405578,0.00041584971205077916
energi,WOWS,DWGL,-4.742574547507414,0.0004757965009709402
energi,HRUM,MYOH,-4.697989937252911,0.0005683996185051457
energi,PGAS,PTBA,-4.622231356911599,0.0007657401523675599
energi,WOWS,TEBE,-4.61391027393522,0.0007909651000000348
energi,KOPI,WINS,-4.5939283054375055,0.0008547608597810071
industrial,SOSS,SKRN,-5.157578878997326,8.362211002625301e-05
industrial,SOSS,KOIN,-5.155851314374515,8.425482447499328e-05
industrial,SOSS,IKBI,-5.09661827003008,0.00010894310217572939
industrial,APII,SPTO,-5.001724939850075,0.00016344447158488833
industrial,KBLI,UNTR,-4.949740716402832,0.0002034625182081685
industrial,KBLI,MFMI,-4.70271822215481,0.0005578278919056159
industrial,SPTO,CCSI,-4.696384950989328,0.0005720308357490671
industrial,SPTO,MLIA,-4.683251893284944,0.0006025756925396262
industrial,ARKA,ASII,-4.6706739050946835,0.0006332639599861986
industrial,SPTO,AMFG,-4.585410884420811,0.0008833949591983845
industrial,APII,KBLM,-4.546746188595434,0.0010250506860481773
industrial,SPTO,MFMI,-4.5242585109145885,0.001116941859637982
industrial,SPTO,HEXA,-4.522548355115914,0.0011242361831490678
industrial,APII,ARKA,-4.518536075762497,0.0011415248665229102
industrial,SPTO,KOBX,-4.517031622411034,0.0011480712708367008
industrial,SPTO,BLUE,-4.516970332357762,0.0011483387075195955
industrial,KBLI,CCSI,-4.509517541793889,0.001181296010137108
industrial,SPTO,IMPC,-4.4882611685264955,0.0012802118751070479
industrial,APII,BLUE,-4.45550738637209,0.0014478635878537518
industrial,APII,SCCO,-4.443185398144722,0.0015160663642373958
industrial,SPTO,CAKK,-4.426864010023368,0.0016110140657683775
industrial,ARKA,KBLM,-4.424321869098901,0.0016262910330707623
industrial,VOKS,UNTR,-4.397979666767591,0.0017927187092278548
industrial,SPTO,SOSS,-4.391084196588,0.001838823684511387
industrial,SPTO,ARNA,-4.36168425642105,0.0020480158541429016
industrial,SOSS,LION,-4.360707955407927,0.002055326883458237
industrial,APII,BHIT,-4.3536793028129175,0.00210867874812187
industrial,SPTO,SKRN,-4.350788533852359,0.0021309913914510014
industrial,SPTO,SCCO,-4.345660388299982,0.0021711120384760125
industrial,SPTO,IBFN,-4.340562867207327,0.0022116849679712927
industrial,APII,TOTO,-4.336182173383905,0.0022471117331833395
industrial,SPTO,IKBI,-4.328859990723794,0.0023075003977561857
industrial,SPTO,BHIT,-4.311776613323252,0.002454273372245849
industrial,APII,CCSI,-4.306242991027956,0.002503634620512291
industrial,VOKS,MFMI,-4.304630370576657,0.0025181911345016745
industrial,SPTO,UNTR,-4.3017140485916565,0.0025447142563475166
industrial,SPTO,JTPE,-4.297498479978266,0.002583509644570258
industrial,APII,AMFG,-4.28916277529671,0.0026618334904185657
industrial,APII,KOBX,-4.277058356203131,0.0027794734485470938
industrial,SPTO,LION,-4.276068999688986,0.0027892975574835667
industrial,APII,MLIA,-4.2662332913640775,0.0028887191924476916
industrial,APII,ASGR,-4.249014812944022,0.0030706602473179745
industrial,APII,SINI,-4.243784027569505,0.0031279849401236923
industrial,APII,MARK,-4.233636116643743,0.003242012652236689
industrial,TOTO,KOBX,-4.226212135751008,0.003327838764142718
industrial,KBLM,SCCO,-4.220050856916185,0.003400646537689673
industrial,TOTO,BLUE,-4.208945666714763,0.003535580944519993
industrial,AMFG,IMPC,-4.196393457750089,0.0036939999194499514
industrial,APII,JTPE,-4.192731721495581,0.0037414250014442354
industrial,SPTO,KOIN,-4.180722251607812,0.003900908484050024
infrastruktur,MTRA,JAST,-13.753526918230131,1.00159069705957e-24
infrastruktur,TOPS,KEEN,-12.961067735663317,3.3645656182225485e-23
infrastruktur,TOPS,TLKM,-12.89461778600219,4.5955713789294875e-23
infrastruktur,TOPS,IPCC,-12.786725325500075,7.664915736585975e-23
infrastruktur,TOPS,CMNP,-12.56590773875926,2.227770486278964e-22
infrastruktur,TOPS,LINK,-12.429869082196808,4.35450273090603e-22
infrastruktur,TOPS,BALI,-12.206495731047916,1.3357778900980616e-21
infrastruktur,TOPS,PORT,-12.123767792844031,2.0357287798595527e-21
infrastruktur,TOPS,MPOW,-12.043358172599087,3.075594876541183e-21
infrastruktur,TOPS,KARW,-11.950532835048486,4.9708203636071434e-21
infrastruktur,TOPS,OASA,-11.73720765676509,1.5202849216311333e-20
infrastruktur,TOPS,CENT,-11.143726309624908,3.7574912734417924e-19
infrastruktur,TOPS,ADHI,-11.073662845030272,5.534062949896041e-19
infrastruktur,TOPS,PPRE,-10.870329156413819,1.7177108479205512e-18
infrastruktur,TOPS,ISAT,-10.66175383264265,5.561036601562499e-18
infrastruktur,TOPS,GOLD,-10.527810669726845,1.1899463425705031e-17
infrastruktur,TOPS,GHON,-9.978743322199449,2.807539342185784e-16
infrastruktur,TOPS,PTPP,-9.80772182158637,7.599402410328821e-16
infrastruktur,TOPS,TBIG,-9.642714473377284,1.9935477133617223e-15
infrastruktur,TOPS,WIKA,-9.37182553393749,9.767107430211124e-15
infrastruktur,TOPS,EXCL,-9.347310726543192,1.128067736071965e-14
infrastruktur,TOPS,IPCM,-9.26513281331534,1.8288293714042464e-14
infrastruktur,TOPS,TOWR,-8.975769493292612,1.0038469656873978e-13
infrastruktur,TOPS,JSMR,-8.685706559509589,5.526572810284277e-13
infrastruktur,TOPS,NRCA,-8.497586120126453,1.6661228237235284e-12
infrastruktur,TOPS,WEGE,-8.488132346519219,1.7609789794353736e-12
infrastruktur,TOPS,JKON,-8.200560073862597,9.439997127256774e-12
infrastruktur,TOPS,IDPR,-8.111724786745404,1.5818654276323398e-11
infrastruktur,TOPS,JAST,-8.079050952209338,1.91196615001637e-11
infrastruktur,TOPS,BUKK,-7.616339050020767,2.7324616301357207e-10
infrastruktur,TOPS,GMFI,-7.578207440054131,3.394013229876978e-10
infrastruktur,TOPS,TOTL,-7.474525532159251,6.106821235846345e-10
infrastruktur,TOPS,SSIA,-7.444580462767526,7.231550604879661e-10
infrastruktur,MTRA,TOPS,-7.044541121531412,6.720326679715577e-09
infrastruktur,MTRA,IDPR,-6.5890989885221725,7.866701165946919e-08
infrastruktur,MTRA,KEEN,-6.51694622797888,1.1513308840012954e-07
infrastruktur,MTRA,SSIA,-6.410715241124292,2.0073568630718532e-07
infrastruktur,GHON,TBIG,-6.40641799851026,2.052752071149608e-07
infrastruktur,JAST,OASA,-6.378533657662456,2.3727487348621364e-07
infrastruktur,MTPS,GOLD,-6.376363799326878,2.399606185953936e-07
infrastruktur,TOPS,ACST,-6.3273765913624525,3.091731851852594e-07
infrastruktur,ACST,ADHI,-6.232704578592283,5.026541183741542e-07
infrastruktur,JAST,GOLD,-6.2167812617551546,5.451967397006442e-07
infrastruktur,MTRA,CMNP,-6.202533840496035,5.862326659531969e-07
infrastruktur,JAST,PORT,-6.201508236436195,5.893004770748632e-07
infrastruktur,TOPS,MTPS,-6.094943643659172,1.0101945138029053e-06
infrastruktur,MTRA,KARW,-6.069321336384003,1.1488036001454223e-06
infrastruktur,MTRA,BALI,-6.003852165385061,1.5927121385504876e-06
infrastruktur,POWR,TOTL,-5.9964372517720825,1.6524759045599842e-06
infrastruktur,MTPS,IPCC,-5.99154069765543,1.6931342646853633e-06
kesehatan,MIKA,PRIM,-4.449123833285143,0.0014828319024444614
kesehatan,MIKA,MERK,-4.02755807499583,0.006557515075108914
kesehatan,MIKA,KLBF,-3.983883789177954,0.00757045630815344
kesehatan,MIKA,HEAL,-3.8846665778664606,0.010413263452089157
kesehatan,KAEF,INAF,-3.637394314037295,0.022008446989591545
kesehatan,MIKA,SRAJ,-3.5067479429437265,0.03180186828709635
kesehatan,MIKA,SILO,-3.4506752519618833,0.03702564290180488
kesehatan,MIKA,PEHA,-3.402311986022876,0.04209432758917867
kesehatan,MIKA,DVLA,-3.3368269470603917,0.049867523892159135
keuangan,JMAS,BBRI,-7.208656732715308,2.7114390817895845e-09
keuangan,BGTG,ARTO,-7.190733327757583,2.995456542217007e-09
keuangan,JMAS,BBNI,-7.167221184261545,3.4130203909046715e-09
keuangan,JMAS,BMRI,-7.001196789113504,8.525956167699402e-09
keuangan,TRUS,APIC,-6.977894532069002,9.686574146305591e-09
keuangan,JMAS,MCOR,-6.878132129479659,1.66862598410383e-08
keuangan,JMAS,BTPN,-6.84525405277265,1.994317684239634e-08
keuangan,JMAS,BBCA,-6.816646176309291,2.328118412064599e-08
keuangan,JMAS,BBKP,-6.801209732770745,2.530495829091337e-08
keuangan,JMAS,BACA,-6.796897023437901,2.5900684891767305e-08
keuangan,JMAS,BNLI,-6.765196200839531,3.0724263653795826e-08
keuangan,JMAS,NISP,-6.758507433074881,3.1849737212482804e-08
keuangan,JMAS,NICK,-6.706360655128118,4.2131747175742513e-08
keuangan,JMAS,AGRS,-6.658340009881013,5.4451554508864546e-08
keuangan,JMAS,BKSW,-6.656052905904405,5.511935797567821e-08
keuangan,JMAS,LPPS,-6.649622969888103,5.704025119708961e-08
keuangan,JMAS,BNGA,-6.6324867791728535,6.24867768892059e-08
keuangan,JMAS,SFAN,-6.604302569952134,7.25764051766416e-08
keuangan,JMAS,CFIN,-6.602158766816934,7.340628963903496e-08
keuangan,JMAS,DNAR,-6.5921690849407755,7.739796909395842e-08
keuangan,TRUS,YULE,-6.55507287381665,9.417540099445869e-08
keuangan,JMAS,BBTN,-6.5506172225924315,9.641659949010765e-08
keuangan,JMAS,CASA,-6.5462541670097725,9.866194615602323e-08
keuangan,JMAS,PNIN,-6.529888533025674,1.0755092121605294e-07
keuangan,JMAS,PANS,-6.520007048486224,1.1329388710473272e-07
keuangan,JMAS,PNBN,-6.454960425404797,1.593609767845824e-07
keuangan,JMAS,YULE,-6.452121854946277,1.6174338452755002e-07
keuangan,JMAS,BCAP,-6.4354564344212415,1.7645168723723588e-07
keuangan,JMAS,PNLF,-6.400136045729673,2.1209294434417646e-07
keuangan,JMAS,AMAG,-6.378360978517802,2.3748752406144126e-07
keuangan,JMAS,VINS,-6.366926598832677,2.5199219490756826e-07
keuangan,ASDM,VINS,-6.332113552842159,3.0170600891900734e-07
keuangan,TRUS,SDRA,-6.288210439956219,3.7825599494913867e-07
keuangan,ASDM,BNLI,-6.278598777316785,3.9739541128954495e-07
keuangan,ASDM,AMAG,-6.205791934300496,5.765902059908058e-07
keuangan,JMAS,WOMF,-6.204275855531682,5.810576557468864e-07
keuangan,ASBI,DNET,-6.111797205733723,9.280705176333112e-07
keuangan,ASDM,MCOR,-6.076791177425797,1.1065829551013172e-06
keuangan,JMAS,PEGE,-6.070415160743779,1.1425243281359753e-06
keuangan,JMAS,AGRO,-6.0680685472357005,1.1560368115006234e-06
keuangan,JMAS,SDRA,-6.058145625718054,1.214920194225104e-06
keuangan,JMAS,BBYB,-6.051772142006736,1.2542736438523915e-06
keuangan,ASDM,BACA,-6.017922371554234,1.4850452471903536e-06
keuangan,ASDM,BBHI,-6.01661230884714,1.4947626168033533e-06
keuangan,ASDM,FUJI,-5.967394990548423,1.9083176847841736e-06
keuangan,ASDM,STAR,-5.952502419805253,2.0540858513784704e-06
keuangan,JMAS,BGTG,-5.943224119705476,2.150325761496606e-06
keuangan,JMAS,ARTO,-5.931700870766703,2.2759792781309237e-06
keuangan,ASDM,TRIM,-5.915397937632725,2.4660379098595436e-06
keuangan,JMAS,BJTM,-5.912749781761471,2.4983345106867577e-06
properti,NZIA,PAMG,-7.465253259436897,6.43518225378977e-10
properti,NZIA,LPCK,-6.784785951344998,2.764844659131971e-08
properti,KIJA,PAMG,-6.198233879874373,5.992002259595273e-07
properti,NZIA,JRPT,-6.121182241201728,8.852036787623542e-07
properti,NZIA,CTRA,-5.991871274771692,1.6903589094736037e-06
properti,NZIA,PANI,-5.9734009951716756,1.8524273320767042e-06
properti,NZIA,SATU,-5.9726531753366325,1.8592984410802615e-06
properti,NZIA,BAPA,-5.85900060301524,3.2502693063996757e-06
properti,NZIA,RISE,-5.842677488458785,3.5193287796972667e-06
properti,NZIA,CITY,-5.820080942687812,3.927800924747478e-06
properti,NZIA,RDTX,-5.8006345199369,4.3159175779432595e-06
properti,NZIA,SMDM,-5.653010349655273,8.752116328420672e-06
properti,NZIA,BSDE,-5.428436911568401,2.4910633992145587e-05
properti,NZIA,ASRI,-5.409875071762681,2.711513683767638e-05
properti,NZIA,APLN,-5.387732868626946,2.9991254792176145e-05
properti,NZIA,POLI,-5.306241108620133,4.332431333906873e-05
properti,NZIA,MMLP,-5.279763528987815,4.8769913001089275e-05
properti,PWON,CITY,-5.167425982628124,8.010161433495622e-05
properti,NZIA,PWON,-5.083206920671015,0.00011542381010558515
properti,NZIA,LPKR,-5.007914081288482,0.00015921347893290048
