Sektor,Saham_Y,Saham_X,Test_Statistic,P_Value
barang_konsumsi_primer,SKBM,SIMP,-5.970947995022523,1.8750589552568339e-06
barang_konsumsi_primer,SKBM,RANC,-5.881215523737957,2.9160162288563974e-06
barang_konsumsi_primer,SKBM,PSGO,-5.869903987810692,3.081804264769845e-06
energi,WOWS,BOSS,-6.561265676394652,9.114516809316075e-08
energi,WOWS,MYOH,-6.384810267750936,2.2967075327465797e-07
energi,WOWS,RUIS,-6.325919664277479,3.115060109850315e-07
energi,WOWS,SHIP,-6.227498016915908,5.161943604161494e-07
energi,WOWS,ABMM,-6.1832543251804095,6.466020390746186e-07
energi,WOWS,MEDC,-6.0972889863106925,9.983550281323224e-07
energi,WOWS,AKRA,-6.051179700432831,1.2579942509005813e-06
energi,WOWS,BSSR,-6.028332748298409,1.4099853090116385e-06
energi,WOWS,WINS,-6.013877502521843,1.5152482095961936e-06
energi,WOWS,GTBO,-6.013031890629509,1.5216376479189647e-06
industrial,SOSS,SKRN,-5.157578878997326,8.362211002625301e-05
industrial,SOSS,KOIN,-5.155851314374515,8.425482447499328e-05
industrial,SOSS,IKBI,-5.09661827003008,0.00010894310217572939
industrial,APII,SPTO,-5.001724939850075,0.00016344447158488833
industrial,KBLI,UNTR,-4.949740716402832,0.0002034625182081685
industrial,KBLI,MFMI,-4.70271822215481,0.0005578278919056159
industrial,SPTO,CCSI,-4.696384950989328,0.0005720308357490671
industrial,SPTO,MLIA,-4.683251893284944,0.0006025756925396262
industrial,ARKA,ASII,-4.6706739050946835,0.0006332639599861986
industrial,SPTO,AMFG,-4.585410884420811,0.0008833949591983845
infrastruktur,MTRA,JAST,-13.753526918230131,1.00159069705957e-24
infrastruktur,TOPS,KEEN,-12.961067735663317,3.3645656182225485e-23
infrastruktur,TOPS,TLKM,-12.89461778600219,4.5955713789294875e-23
infrastruktur,TOPS,IPCC,-12.786725325500075,7.664915736585975e-23
infrastruktur,TOPS,CMNP,-12.56590773875926,2.227770486278964e-22
infrastruktur,TOPS,LINK,-12.429869082196808,4.35450273090603e-22
infrastruktur,TOPS,BALI,-12.206495731047916,1.3357778900980616e-21
infrastruktur,TOPS,PORT,-12.123767792844031,2.0357287798595527e-21
infrastruktur,TOPS,MPOW,-12.043358172599087,3.075594876541183e-21
infrastruktur,TOPS,KARW,-11.950532835048486,4.9708203636071434e-21
kesehatan,MIKA,PRIM,-4.449123833285143,0.0014828319024444614
kesehatan,MIKA,MERK,-4.02755807499583,0.006557515075108914
kesehatan,MIKA,KLBF,-3.983883789177954,0.00757045630815344
kesehatan,MIKA,HEAL,-3.8846665778664606,0.010413263452089157
kesehatan,KAEF,INAF,-3.637394314037295,0.022008446989591545
kesehatan,MIKA,SRAJ,-3.5067479429437265,0.03180186828709635
kesehatan,MIKA,SILO,-3.4506752519618833,0.03702564290180488
kesehatan,MIKA,PEHA,-3.402311986022876,0.04209432758917867
kesehatan,MIKA,DVLA,-3.3368269470603917,0.049867523892159135
keuangan,JMAS,BBRI,-7.208656732715308,2.7114390817895845e-09
keuangan,BGTG,ARTO,-7.190733327757583,2.995456542217007e-09
keuangan,JMAS,BBNI,-7.167221184261545,3.4130203909046715e-09
keuangan,JMAS,BMRI,-7.001196789113504,8.525956167699402e-09
keuangan,TRUS,APIC,-6.977894532069002,9.686574146305591e-09
keuangan,JMAS,MCOR,-6.878132129479659,1.66862598410383e-08
keuangan,JMAS,BTPN,-6.84525405277265,1.994317684239634e-08
keuangan,JMAS,BBCA,-6.816646176309291,2.328118412064599e-08
keuangan,JMAS,BBKP,-6.801209732770745,2.530495829091337e-08
keuangan,JMAS,BACA,-6.796897023437901,2.5900684891767305e-08
properti,NZIA,PAMG,-7.465253259436897,6.43518225378977e-10
properti,NZIA,LPCK,-6.784785951344998,2.764844659131971e-08
properti,KIJA,PAMG,-6.198233879874373,5.992002259595273e-07
properti,NZIA,JRPT,-6.121182241201728,8.852036787623542e-07
properti,NZIA,CTRA,-5.991871274771692,1.6903589094736037e-06
properti,NZIA,PANI,-5.9734009951716756,1.8524273320767042e-06
properti,NZIA,SATU,-5.9726531753366325,1.8592984410802615e-06
properti,NZIA,BAPA,-5.85900060301524,3.2502693063996757e-06
properti,NZIA,RISE,-5.842677488458785,3.5193287796972667e-06
properti,NZIA,CITY,-5.820080942687812,3.927800924747478e-06
teknologi,SKYB,KIOS,-15.005002224586232,9.156219240169963e-27
teknologi,SKYB,ATIC,-13.966259199956324,4.173729731587813e-25
teknologi,SKYB,DIVA,-13.531687859098895,2.5754228751031184e-24
teknologi,SKYB,GLVA,-12.630761877802737,1.6240357416709883e-22
teknologi,SKYB,MTDL,-12.016448773996308,3.5334152599949005e-21
teknologi,SKYB,DMMX,-11.896917130584029,6.570983727657931e-21
teknologi,SKYB,NFCX,-11.807999190695753,1.0467839504065906e-20
teknologi,SKYB,EMTK,-10.673807207375972,5.194297411855397e-18
teknologi,SKYB,PTSN,-10.217901199471314,7.032215968430867e-17
teknologi,SKYB,MCAS,-10.215652007651691,7.124016542723536e-17
transportasi_dan_logistik,AKSI,HELI,-5.658900432942716,8.511131716816348e-06
transportasi_dan_logistik,LRNA,JAYA,-4.520224673180803,0.001134218738338648
transportasi_dan_logistik,LRNA,WEHA,-4.498647595162705,0.0012309512106995915
transportasi_dan_logistik,IMJS,ASSA,-4.4011408313167015,0.0017719431152407442
transportasi_dan_logistik,LRNA,BIRD,-4.291578739280116,0.0026389101589965654
transportasi_dan_logistik,BPTR,WEHA,-4.194741065194998,0.003715332292179191
transportasi_dan_logistik,LRNA,NELY,-4.17607655878355,0.003964254517687843
transportasi_dan_logistik,IMJS,JAYA,-4.165627844352043,0.004110181398735309
transportasi_dan_logistik,LRNA,BPTR,-4.128282048102581,0.004672811421457981
transportasi_dan_logistik,LRNA,IMJS,-4.104881448153418,0.005060270173269166
